;;;;;;;;;;;
AÑO SANCIÓN;MES SANCIÓN;Canal / Cable Operador;MES EMISIÓN;AÑO EMISIÓN;Contenidos Denunciados;MULTA ;TEMA DENUNICIADO;;;;
2016;JUNIO;VTR;FEBRERO;2016;– Se transmite en “horario para todo espectador”, contenido no apto para menores de edad. (350 UTM);350;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;JUNIO;VTR;FEBRERO;2016;– Se transmite en “horario para todo espectador”, contenido no apto para menores de edad. (350 UTM);350;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
;;;;;;;;;;;
2016;ABRIL;CANAL 13;NOVIEMBRE;2015;– Se muestran secuencias con un tratamiento sensacionalista y que vulneran la dignidad de las personas.;150;"Sensacionalismo y Desinformación
";;;;
2016;ABRIL;CHILEVISIÓN;NOVIEMBRE;2015;– Se atentó contra la dignidad personal de un sujeto y su pareja. (350 UTM);350;"Vulneración de la Dignidad Personal
";;;;
2016;ABRIL;CHILEVISIÓN;NOVIEMBRE;2015;– Se atentó contra la dignidad personal de un menor de edad involucrado en hechos delictivos. (350 UTM);350;"Vulneración de Derechos de Menores (Identidad y Privacidad)
";;;;
2016;ABRIL;CHILEVISIÓN;NOVIEMBRE;2015;– Se atentó contra la dignidad e integridad psíquica de las personas afectadas con el síndrome de Tourette. (Amonestación);0;"Vulneración de la Dignidad Personal
";;;;
2016;ABRIL;CLARO;OCTUBRE;2015;– Se transmite en “horario para todo espectador”, contenido no apto para menores de edad. (250 UTM);250;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;ABRIL;CLARO;JUNIO;2015;– Se transmite en “horario para todo espectador”, contenido no apto para menores de edad. (150 UTM);150;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;ABRIL;DIRECTV;JULIO;2015;– Se transmite en “horario para todo espectador”, contenido no apto para menores de edad. (300 UTM);300;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;ABRIL;DIRECTV;JULIO;2015;– Se transmite en “horario para todo espectador”, contenido no apto para menores de edad. (300 UTM);300;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;ABRIL;TELEFÓNICA ;ABRIL;2015;– Se transmite en “horario para todo espectador”, contenido no apto para menores de edad. (300 UTM);300;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;ABRIL;TELEFÓNICA ;ABRIL;2015;– Se transmite en “horario para todo espectador”, contenido no apto para menores de edad. (300 UTM);300;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;ABRIL;TELEFÓNICA ;JUNIO;2015;– Se transmite en “horario para todo espectador”, contenido no apto para menores de edad. (250 UTM);250;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;ABRIL;TELEFÓNICA ;JUINIO;2015;– Se transmite en “horario para todo espectador”, contenido no apto para menores de edad. (250 UTM);250;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;ABRIL;TELEFÓNICA ;JUNIO;2015;– Se transmite en “horario para todo espectador”, contenido no apto para menores de edad. (250 UTM);250;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;ABRIL;VTR;NOVIEMBRE;2015;– Se transmite publicidad de bebidas alcohólicas en “horario para todo espectador”. (Amonestación);50;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;ABRIL;VTR ;NOVIEMBRE;2015;– Se transmite publicidad de bebidas alcohólicas en “horario para todo espectador”. (Amonestación);0;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;ABRIL;VTR ;NOVIEMBRE;2015;– Se vulnera la dignidad de las personas aficionadas a los cómicos, animaciones y juguetes. Además se vulnera la formación espiritual e intelectual de la niñez y la juventud. (50 UTM);50;"Vulneración de la Dignidad Personal
";;;;
2016;MARZO;CANAL 13;JUNIO;2015;– Se vulnera la dignidad y honra de don José Ignacio Moretti. (150 UTM);150;"Vulneración de la Dignidad Personal
";;;;
2016;MARZO;CANAL 13;JUNIO;2015;– Se vulnera la dignidad y honra de doña Estefanía Elinor Enríquez Chiang. (150 UTM);150;"Vulneración de la Dignidad Personal
";;;;
2016;MARZO;CHILEVISIÓN;JUNIO;2015;– Se atentó contra la dignidad personal de un sujeto en supuesto estado de embriaguez. (100 UTM);100;"Vulneración de la Dignidad Personal
";;;;
2016;MARZO;CHILEVISIÓN;JUNIO;2015;– Se atentó contra la dignidad personal de una madre y sus hijos menores de edad, presuntas víctimas de hechos delictivos. (400UTM);400;"Vulneración de la Dignidad Personal
";;;;
2016;MARZO;CLARO;SEPTIEMBRE;2015;– Se transmite en “horario para todo espectador”, contenido no apto para menores de edad. (250 UTM);250;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;MARZO;CLARO;OCTUBRE;2015;– Se transmite en “horario para todo espectador”, contenido no apto para menores de edad. (250 UTM);250;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;MARZO;DIRECTV;SPTIEMBRE;2015;– Se transmite en “horario para todo espectador”, contenido no apto para menores de edad. (250 UTM);250;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;MARZO;DIRECTV;OCTUBRE;2015;– Se transmite en “horario para todo espectador”, contenido no apto para menores de edad. (350 UTM);350;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;MARZO;DIRECTV;OCTUBRE;2015;– Se transmite en “horario para todo espectador”, contenido no apto para menores de edad. (350 UTM);350;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;MARZO;TELEFÓNICA ;SEPTIEMBRE;2015;– Se transmite en “horario para todo espectador”, contenido no apto para menores de edad. (250 UTM);250;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;MARZO;TELEFÓNICA ;OCTUBRE;2015;– Se transmite en “horario para todo espectador”, contenido no apto para menores de edad. (250 UTM);250;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;MARZO;VTR;SEPTIEMBRE;2015;– Se transmite en “horario para todo espectador”, contenido no apto para menores de edad. (250 UTM);250;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;MARZO;VTR ;SEPTIEMBRE;2015;– Se transmite en “horario para todo espectador”, contenido no apto para menores de edad. (250 UTM);250;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;MARZO;VTR ;OCTUBRE;2015;– Se transmite en “horario para todo espectador”, contenido no apto para menores de edad. (250 UTM);250;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;FEBRERO ;CLARO;JULIO;2015;– Se transmite en “horario para todo espectador”, contenido no apto para menores de edad. (150 UTM);150;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;FEBRERO ;CLARO;JULIO;2015;– Se transmite en “horario para todo espectador”, contenido no apto para menores de edad. (150 UTM);150;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;FEBRERO ;CLARO;AGOSTO;2015;– Se transmite en “horario para todo espectador”, contenido no apto para menores de edad. (250 UTM);250;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;FEBRERO ;DIRECTV;JULIO;2015;– Se transmite en “horario para todo espectador”, contenido no apto para menores de edad. (300 UTM);300;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;FEBRERO ;DIRECTV;AGOSTO;2015;– Se transmite en “horario para todo espectador”, contenido no apto para menores de edad. (250 UTM);250;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;FEBRERO ;LA RED;JUNIO;2015;– Se vulnera la dignidad personal y honra de un particular como autor de delitos de secuestro, sin fundamento.;0;"Vulneración de la Dignidad Personal
";;;;
2016;FEBRERO ;VTR;JUILIO;2015;– Se transmite en “horario para todo espectador”, contenido no apto para menores de edad. (250 UTM);250;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;FEBRERO ;VTR ;AGOSTO;2015;– Se transmite en “horario para todo espectador”, contenido no apto para menores de edad. (250 UTM);250;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;ENERO;CHILEVISIÓN;MAYO;2015;– Se vulnera la dignidad personal de un hombre en estado de vulnerabilidad. (300 UTM).;300;"Vulneración de la Dignidad Personal
";;;;
2016;ENERO;CHILEVISIÓN;MAYO;2015;– Se afecta la honra y, por ende, desconoce y vulnera la dignidad personal de una asesora del hogar. (350 UTM);350;"Vulneración de la Dignidad Personal
";;;;
2016;ENERO;CLARO;JUNIO;2015;– Se transmite en “horario para todo espectador”, contenido no apto para menores de edad. (150 UTM).;150;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;ENERO;CLARO;JUNIO;2015;– Se transmite en “horario para todo espectador”, contenido no apto para menores de edad. (150 UTM).;150;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;ENERO;CLARO;JUNIO;2015;– Se transmite en “horario para todo espectador”, contenido no apto para menores de edad. (150 UTM).;150;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;ENERO;CLARO;JUIO;2015;– Se transmite en “horario para todo espectador”, contenido no apto para menores de edad. (150 UTM);150;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;ENERO;DIRECTV;JUNIO;2015;– Se transmite en “horario para todo espectador”, contenido no apto para menores de edad. (250 UTM).;250;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;ENERO;DIRECTV;JUNIO;2015;– Se transmite en “horario para todo espectador”, contenido no apto para menores de edad. (300 UTM);300;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;ENERO;TELEFÓNICA ;JUNIO;2015;– Se transmite en “horario para todo espectador”, contenido no apto para menores de edad. (150 UTM);150;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;ENERO;TELEVISIÓN AMÉRICA;MAYO;2015;– Se omite la señalización diaria de la hora en que pueden comenzar a transmitir películas calificadas para mayores de 18 años por el Consejo de Calificación Cinematográfica.;0;"Incumplimiento de Normativa Técnica (Señalización)
";;;;
2016;ENERO;VTR;JUNIO;2015;– Se transmite en “horario para todo espectador”, contenido no apto para menores de edad. (250 UTM).;250;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;ENERO;VTR ;JUNIO;2015;– Se transmite en “horario para todo espectador”, contenido no apto para menores de edad. (300 UTM).;300;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;ENERO;VTR ;JUNIO;2015;– Se transmite en “horario para todo espectador”, contenido no apto para menores de edad. (300 UTM).;300;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;ENERO;VTR ;JUNIO;2015;– Se transmite en “horario para todo espectador”, contenido no apto para menores de edad. (300 UTM).;300;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2016;ENERO;VTR ;JUNIO;2015;– Se transmite en “horario para todo espectador”, contenido no apto para menores de edad. (250 UTM);250;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2017;DICIEMBRE ;DIRECTV;JULIO;2017;– Se transmite en horario de protección a los niños y niñas menores de 18 años, no obstante su calificación para mayores de 18 años (200 UTM);200;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2017;DICIEMBRE ;DIRECTV ;AGOSTO;2017;– Se transmite en horario de protección a los niños y niñas menores de 18 años, no obstante su calificación para mayores de 18 años (200 UTM);200;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2017;DICIEMBRE ;ENTEL;JULIO;2017;– Se transmite en horario de protección a los niños y niñas menores de 18 años, no obstante su calificación para mayores de 18 años (150 UTM);150;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2017;DICIEMBRE ;ENTEL ;AGOSTO;2017;– Se transmite en horario de protección a los niños y niñas menores de 18 años, no obstante su calificación para mayores de 18 años (150 UTM);150;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2017;DICIEMBRE ;TELEFÓNICA ;JULIO;2017;– Se transmite en horario de protección a los niños y niñas menores de 18 años, no obstante su calificación para mayores de 18 años (150 UTM);150;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2017;DICIEMBRE ;TELEFÓNICA ;AGOSTO;2017;– Se transmite en horario de protección a los niños y niñas menores de 18 años, no obstante su calificación para mayores de 18 años (150 UTM);150;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2017;DICIEMBRE ;VTR;AGOSTO;2017;– Se transmite en horario de protección a los niños y niñas menores de 18 años, no obstante su calificación para mayores de 18 años.;200;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2017;NOVIEMBRE ;CLARO;JUNIO;2017;– Se transmite en horario de protección a los niños y niñas menores de 18 años, no obstante su calificación para mayores de 18 años (150 UTM);150;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2017;NOVIEMBRE ;CLARO;JUNIO;2017;– Se transmite en horario de protección a los niños y niñas menores de 18 años, no obstante su calificación para mayores de 18 años (150 UTM);150;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2017;NOVIEMBRE ;CLARO ;JULIO;2017;– Se transmite en horario de protección a los niños y niñas menores de 18 años, no obstante su calificación para mayores de 18 años (150 UTM);150;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2017;NOVIEMBRE ;DIRECTV;JUNIO;2017;– Se transmite en horario de protección a los niños y niñas menores de 18 años, no obstante su calificación para mayores de 18 años (200 UTM);200;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2017;NOVIEMBRE ;DIRECTV;JUNIO;2017;– Se transmite en horario de protección a los niños y niñas menores de 18 años, no obstante su calificación para mayores de 18 años (200 UTM);200;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2017;NOVIEMBRE ;DIRECTV;JULIO;2017;– Se transmite en horario de protección a los niños y niñas menores de 18 años, no obstante su calificación para mayores de 18 años (150 UTM);150;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2017;NOVIEMBRE ;ENTEL;JUNIO;2017;– Se transmite en horario de protección a los niños y niñas menores de 18 años, no obstante su calificación para mayores de 18 años (200 UTM);200;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2017;NOVIEMBRE ;ENTEL ;JUNIO;2017;– Se transmite en horario de protección a los niños y niñas menores de 18 años, no obstante su calificación para mayores de 18 años (150 UTM);150;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2017;NOVIEMBRE ;ENTEL ;JULIO;2017;– Se transmite en horario de protección a los niños y niñas menores de 18 años, no obstante su calificación para mayores de 18 años (150 UTM);150;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2017;NOVIEMBRE ;TELEFÓNICA ;JUNIO;2017;– Se transmite en horario de protección a los niños y niñas menores de 18 años, no obstante su calificación para mayores de 18 años (200 UTM);200;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2017;NOVIEMBRE ;TELEFÓNICA ;JUNIO;2017;– Se transmite en horario de protección a los niños y niñas menores de 18 años, no obstante su calificación para mayores de 18 años (200 UTM);200;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2017;NOVIEMBRE ;TELEFÓNICA ;JULIO;2017;– Se transmite en horario de protección a los niños y niñas menores de 18 años, no obstante su calificación para mayores de 18 años (150 UTM);150;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2017;NOVIEMBRE ;TVN;SEPTIEMBRE ;2017;– Nota en sección “Informe Especial”, titulada “Las dudas en el caso de Nabila Rifo”. Se vulneran la dignidad y derechos fundamentales de la víctima.;100;"Vulneración de la Dignidad Personal
";;;;
2017;NOVIEMBRE ;VTR;;2017;– Se transmite en horario de protección a los niños y niñas menores de 18 años, no obstante su calificación para mayores de 18 años (200 UTM);200;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2017;NOVIEMBRE ;VTR;;2017;– Se transmite en horario de protección a los niños y niñas menores de 18 años, no obstante su calificación para mayores de 18 años (200 UTM);200;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2017;NOVIEMBRE ;VTR;;2017;– Se transmite en horario de protección a los niños y niñas menores de 18 años, no obstante su calificación para mayores de 18 años (200 UTM);200;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2017;NOVIEMBRE ;VTR;;2017;– Se transmite en horario de protección a los niños y niñas menores de 18 años, no obstante su calificación para mayores de 18 años (200 UTM);200;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2017;OCTUBRE ;CHILEVISIÓN;JUNIO;2017;– Se vulnera la dignidad y derechos fundamentales de los padres un de un joven fallecido y de las personas que aparecen en la nota.;100;"Vulneración de la Dignidad Personal
";;;;
2017;OCTUBRE ;TELEFÓNICA ;ABRIL;2017;– Se transmite en horario de protección a los niños y niñas menores de 18 años, no obstante su calificación para mayores de 18 años;200;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2017;OCTUBRE ;TVN;MAYO;2017;– Nota relativa a la muerte de Viviana Haeger con contenido no apto para menores de edad (100 UTM).;100;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2017;OCTUBRE ;TVN;MAYO;2017;– Nota sobre el crimen de Viviana Haeger con contenido no apto para menores de edad (100 UTM).;100;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2017;OCTUBRE ;TVN ;JULIO;2017;– Nota que contiene suficientes elementos para determinar la identidad de una menor de edad víctima de un delito sexual. Se vulnera su dignidad personal e integridad psíquica (100 UTM).;100;"Vulneración de Derechos de Menores (Identidad y Privacidad)
";;;;
2017;OCTUBRE ;TVN ;ABRIL;2017;– Transmisión de un reportaje relativo al atropello y manifestaciones públicas asociadas (*Amonestación).;0;"Sensacionalismo y Desinformación
";;;;
2017;SEPTIEMBRE ;CLARO;ABRIL;2017;– Se transmite en “horario para todo espectador”, contenido no apto para menores de edad (150 UTM).;150;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2017;SEPTIEMBRE ;CLARO;ABRIL;2017;– Se transmite en “horario para todo espectador”, contenido no apto para menores de edad (150 UTM).;150;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2017;SEPTIEMBRE ;DIRECTV;MAYO;2017;– Se transmite en “horario para todo espectador”, contenido no apto para menores de edad (200 UTM).;200;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2017;SEPTIEMBRE ;DIRECTV ;ABRIL;2017;– Se transmite en “horario para todo espectador”, contenido no apto para menores de edad (200 UTM).;200;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2017;SEPTIEMBRE ;DIRECTV ;ABRIL;2017;– Se transmite en “horario para todo espectador”, contenido no apto para menores de edad (200 UTM).;200;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2017;SEPTIEMBRE ;ENTEL;ABRIL;2017;– Se transmite en “horario para todo espectador”, contenido no apto para menores de edad.;150;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2017;SEPTIEMBRE ;MEGA;ABRIL;2017;– Se vulnera la formación espiritual e intelectual de la niñez y la juventud.;100;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2017;SEPTIEMBRE ;TELEFÓNICA;MAYO;2017;– Se transmite en “horario para todo espectador”, contenido no apto para menores de edad (150 UTM);150;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2017;SEPTIEMBRE ;TELEFÓNICA ;ABRIL;2017;– Se transmite en “horario para todo espectador”, contenido no apto para menores de edad (100 UTM);100;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2017;SEPTIEMBRE ;TVN;ABRIL;2017;– Se vulnera el derecho a la vida privada e inviolabilidad del hogar de don Hernando Villalón (100 UTM);100;– Transmisión de un reportaje relativo al atropello y manifestaciones públicas asociadas (*Amonestación).;;;;
2017;SEPTIEMBRE ;TVN ;ABRIL;2017;– Se vulnera el derecho a la vida privada e inviolabilidad del hogar de don Hernando Villalón (100 UTM);100;– Transmisión de un reportaje relativo al atropello y manifestaciones públicas asociadas (*Amonestación).;;;;
2017;SEPTIEMBRE ;TVN ;ABRIL;2017;– Se transmite en “horario para todo espectador”, contenido no apto para menores de edad (200 UTM);200;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2017;SEPTIEMBRE ;VTR;ABRIL;2017;– Se transmite en “horario para todo espectador”, contenido no apto para menores de edad (200 UTM);200;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2017;AGOSTO;CLARO;ABRIL;2017;– Se transmite en “horario para todo espectador”, contenido no apto para menores de edad.;100;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2017;AGOSTO;DIRECTV;ABRIL;2017;– Se transmite en “horario para todo espectador”, contenido no apto para menores de edad.;150;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2017;AGOSTO;ENTEL;ABRIL;2017;– Se transmite en “horario para todo espectador”, contenido no apto para menores de edad (75 UTM).;75;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2017;AGOSTO;ENTEL ;ABRIL;2017;– Se transmite en “horario para todo espectador”, contenido no apto para menores de edad (150 UTM).;150;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2017;AGOSTO;TELEFÓNICA;ABRIL;2017;– Se transmite en “horario para todo espectador”, contenido no apto para menores de edad.;100;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2017;AGOSTO;TVN;;2017;– Rutina humorística de “Los Atletas de la Risa” no respeta la dignidad de las personas, el derecho de la igualdad y no discriminación de las mujeres, los hombres homosexuales, y los inmigrantes.;100;– Transmisión de un reportaje relativo al atropello y manifestaciones públicas asociadas (*Amonestación).;;;;
2017;AGOSTO;VTR;;2017;– Se transmite en “horario para todo espectador”, contenido no apto para menores de edad.;200;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2017;JULIO;CHILEVISIÓN;FEBRERO;2017;– Se emite un extracto del Festival de Viña en “horario para todo espectador” a pesar de no ser apto para ser visionado por niños y niñas menores de edad (100 UTM).;100;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2017;JULIO;CHILEVISIÓN;DICIEMBRE ;2017;– Se vulnera la dignidad personal de Erick Monsalve, también conocido como “Lelo” (400 UTM).;400;"Vulneración de la Dignidad Personal
";;;;
2017;JULIO;CHILEVISIÓN;febrero;2017;– Se emite un extracto del Festival de Viña en “horario para todo espectador” a pesar de no ser apto para ser visionado por niños y niñas menores de edad (50 UTM).;50;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2017;JULIO;CLARO;abril;2017;– Se transmite en “horario para todo espectador”, contenido no apto para menores de edad.;150;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2017;JULIO;DIRECTV;abril;2017;– Se transmite en “horario para todo espectador”, contenido no apto para menores de edad.;200;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2017;JULIO;ENTEL;abril;2017;– Se transmite en “horario para todo espectador”, contenido no apto para menores de edad.;200;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2017;JULIO;VTR;abril;2017;– Se transmite en “horario para todo espectador”, contenido no apto para menores de edad.;200;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2017;JUNIO;CANAL 13;ABRIL;2017;– Se vulnera la dignidad personal e integridad psíquica de Nabila Rifo al dar a conocer los detalles ginecológicos de la violación de la que fue víctima. No solo fueron expuestos antecedentes relativos a la intimidad de una mujer, sino que además, le fue propinado un trato violento y denogrante, que no se condice con su condición de víctima de un delito particularmente grave, respondiendo dicho trato a lógicas de violencia de género.;500;"Vulneración de la Dignidad Personal
";;;;
2017;JUNIO;CANAL 13;FEBRERO;2016;– Se repite rutina de Juan Pablo López en “horario para todo espectador” (50 UTM).;50;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2017;JUNIO;CHILEVISIÓN;FEBRERO;2016;– Se repite rutina de Juan Pablo López en “horario para todo espectador” (50 UTM).;50;"Vulneración de la Dignidad Personal
";;;;
2017;JUNIO;CHILEVISIÓN;FEBRERO;2016;– Se exhiben elementos suficientes para determinar la identidad de menores de edad que participaron en un delito (50 UTM).;50;"Vulneración de Derechos de Menores (Identidad y Privacidad)
";;;;
2017;JUNIO;MEGA;MARZO;2017;– No transmitir el mínimo de horas de programación cultural exigido en la Norma de Transmisión de Programas Culturales.;20;"Incumplimiento de Normativa de Programación Cultural
";;;;
2017;MAYO;CHILEVISIÓN;MAYO;2016;– Se emite un extracto de la Vedetón, espacio de la Teletón, vulnerando la formación intelectual y espiritual de la niñez y juventud.;0;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2017;MAYO;TV HOGAR LIMITADA MELIVISIÓN;MAYO;2016;– Se transmite publicidad de bebidas alcohólicas en “horario para todo espectador“.;20;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2017;MAYO;TVN;DICIEMBRE;2016;– Se emite la muerte de un menor de 13 años por un disparo involuntario de su hermano de 14 años.;100;"Vulneración de Derechos de Menores (Identidad y Privacidad)
";;;;
2017;ABRIL;CHILEVISIÓN;ABRIL;2016;– No transmitir el mínimo de horas de programación cultural exigido en la Norma de Transmisión de Programas Culturales. (20 UTM);20;"Incumplimiento de Normativa de Programación Cultural
";;;;
2017;ABRIL;CHILEVISIÓN;AGOSTO;2016;– Se vulnera la formación espiritual e intelectual de la niñez y la juventud. (300 UTM);300;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2017;ABRIL;ENTEL;MAYO;2016;– Se transmite en “horario para todo espectador”, contenido no apto para menores de edad.;100;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2017;ABRIL;TELEFÓNICA ;AGOSTO;2016;– Se transmite en “horario para todo espectador”, contenido no apto para menores de edad.;100;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2017;ABRIL;UC TV;DICIEMBRE;2016;– No transmitir el mínimo de horas de programación cultural exigido en la Norma de Transmisión de Programas Culturales.;20;"Incumplimiento de Normativa de Programación Cultural
";;;;
2017;MARZO;CANAL 13;DICIEMBRE;2016;– Se emite un extracto de la Vedetón, espacio de la Teletón, vulnerando la formación intelectual y espiritual de la niñez y juventud.;0;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2017;MARZO;CHILEVISIÓN;SEPTIEMBRE;2016;– Emiten las historias presentadas en el capítulo de “Alerta Máxima” del día anterior. Vulnera la dignidad de personas privadas de libertad, y la formación intelectual y espiritual de la niñez y juventud.;400;"Vulneración de la Dignidad Personal
";;;;
2017;MARZO;LA RED;DICIEMBRE;2016;– Se emite un extracto de la Vedetón, espacio de la Teletón, vulnerando la formación intelectual y espiritual de la niñez y juventud.;0;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2017;MARZO;TV HOGAR LIMITADA MELIVISIÓN;DICIEMBRE;2016;– Se transmite en “horario para todo espectador”, contenido no apto para menores de edad.;0;"Contenido Inapropiado para Menores en Horario de Protección (HTE)
";;;;
2017;FEBRERO;CHILEVISIÓN;SEPTIEMBRE;2017;– Se vulnera la dignidad de varias personas privadas de libertad (350 UTM).;350;"Vulneración de la Dignidad Personal
";;;;
2017;FEBRERO;CHILEVISIÓN;AGOSTO;2017;– Se vulnera la dignidad personal del señor Erick Monsalve (350 UTM).;350;"Vulneración de la Dignidad Personal
";;;;
